GPSTime,ISSLat(deg),ISSLon(deg),ISSAlt(m),RadiusLocalCurv(m),VectorPerigeeLat(deg),VectorPerigeeLon(deg),VectorPerigeeAlt(m),beta(rad)
1371332749.01061,-51.32308695,-4.59357576,436326.48151,6391388.147728756,-52.89232645033849,-36.9543457862751,32889.61026824897,0.00014436264912051278
1371332749.011615,-51.32307766,-4.59347772,436326.47604,6391388.151571647,-52.89233712939799,-36.9543526105889,32887.032231075755,0.00014324255654107746
1371332749.012577,-51.32306875,-4.5933836,436326.47079,6391388.155259199,-52.89234738130349,-36.95435915023393,32884.55730786583,0.00014236437739226508
1371332749.013555,-51.32305983,-4.59328954,436326.46553,6391388.158949074,-52.892357633216456,-36.95436575673136,32882.082377392195,0.00014143267799406655
1371332749.014683,-51.32304943,-4.59317975,436326.45941,6391388.1632521385,-52.89236959379197,-36.95437340999939,32879.194949176584,0.00014349114757107123
1371332749.015562,-51.32304126,-4.59309345,436326.45459000004,6391388.166632359,-52.89237899139418,-36.9543793928446,32876.92624862562,0.0001424684329563485
1371332749.016513,-51.32303234,-4.59299928,436326.44934,6391388.170321907,-52.89238924333219,-36.954385886545936,32874.45129544146,0.00014282085295521312
1371332749.017387,-51.32302417,-4.59291296,436326.44453,6391388.173702063,-52.89239864094843,-36.954391848505225,32872.182581986286,0.0001444279999077743
1371332749.018416,-51.32301488,-4.59281503,436326.43906,6391388.177545628,-52.89240932006619,-36.954398773113496,32869.604491021,0.0001438566519111449
1371332749.019365,-51.32300596,-4.59272085,436326.43381,6391388.181235013,-52.89241957202773,-36.95440525846675,32867.12951613155,0.00014236050897947078
1371332749.020387,-51.32299668,-4.59262288,436326.42834,6391388.185075496,-52.892430251162736,-36.954412153838064,32864.55140951218,0.000144382526914901
1371332749.021359,-51.32298776,-4.5925288,436326.42308,6391388.188765366,-52.892440503140044,-36.95441873528898,32862.07641972266,0.0001452036228779441
1371332749.022275,-51.32297921,-4.59243857,436326.41805,6391388.1923014,-52.892450327959025,-36.954424977759174,32859.704547615656,0.00014549325655612708
1371332749.023274,-51.32296993,-4.59234051,436326.41258,6391388.196141771,-52.89246100711844,-36.95443177704044,32857.12641811263,0.00014507936306502607
1371332749.02425,-51.32296101,-4.59224644,436326.40733,6391388.199831326,-52.89247125912034,-36.95443837521691,32854.65140621523,0.00014482128151110005
1371332749.025216,-51.32295209,-4.59215233,436326.40207999997,6391388.203520796,-52.89248151113018,-36.95444493161699,32852.176386975,0.00014586269139584522
1371332749.026255,-51.32294243,-4.59205035,436326.39639,6391388.207516963,-52.892492617482404,-36.954452003048004,32849.49510794758,0.00014545831957785003
1371332749.027158,-51.32293426,-4.59196416,436326.39157,6391388.210897786,-52.89250201517213,-36.9544580862007,32847.22632670218,0.00014607176755188436
1371332749.028133,-51.32292497,-4.591866,436326.3861,6391388.21474014,-52.89251269437387,-36.954464785228424,32844.64815857472,0.00014510142907735366
1371332749.029157,-51.32291568,-4.59176804,436326.38063,6391388.218582979,-52.89252337358432,-36.954471688981414,32842.06998251194,0.00014680019392434088
1371332749.030194,-51.32290602,-4.59166605,436326.37494,6391388.222578952,-52.89253447997177,-36.95447875207225,32839.38867101639,0.00014625521952081738
1371332749.031086,-51.32289785,-4.59157981,436326.37013,6391388.225959352,-52.89254387769196,-36.95448478927699,32837.119862212974,0.00014585214676535928
1371332749.033019,-51.32288001,-4.5913916,436326.35962,6391388.233338291,-52.89256438183179,-36.95449790629948,32832.16971252265,0.00014483991279344734
1371332749.033121,-51.3228789,-4.59137975,436326.35897,6391388.2337975865,-52.89256566334182,-36.954498647513844,32831.86032714717,0.00014521809417619683
1371332749.034002,-51.32287072,-4.59129347,436326.35414999997,6391388.237180481,-52.89257506108348,-36.95450463876898,32829.59149796585,0.00014575455161597013
1371332749.034949,-51.32286218,-4.59120337,436326.34911999997,6391388.240714328,-52.89258488600355,-36.95451101079868,32827.21953346284,0.00014601637149335575
1371332749.035945,-51.32285289,-4.5911053,436326.34365,6391388.24455694,-52.892595565272195,-36.95451779759156,32824.64130358199,0.0001442621331889786
1371332749.036952,-51.3228436,-4.59100727,436326.33818,6391388.248399411,-52.892606244549285,-36.95452463034428,32822.06306577001,0.00014430720576643372
1371332749.038027,-51.32283357,-4.59090135,436326.33227,6391388.252548525,-52.89261777817849,-36.954531957245024,32819.27855995379,0.00014541712162122124
1371332749.038896,-51.32282576,-4.5908191,436326.32767,6391388.255778,-52.892626748786135,-36.95453779336265,32817.11282678998,0.00014584192534506884
1371332749.039904,-51.32281647,-4.59072108,436326.3222,6391388.259620698,-52.89263742808849,-36.954544630303815,32814.53456572432,0.00014710352988735783
1371332749.040862,-51.32280756,-4.59062694,436326.31694999995,6391388.263307473,-52.89264768022681,-36.954551153325326,32812.059427613975,0.0001469090999931904
1371332749.041762,-51.32279938,-4.59054073,436326.31214000005,6391388.266690064,-52.89265707802798,-36.954557223990435,32809.7905444927,0.00014324567598159192
1371332749.042733,-51.32279009,-4.59044256,436326.30666,6391388.2705323715,-52.89266775735495,-36.954563906350984,32807.21226077272,0.00014705744431520442
1371332749.043742,-51.3227808,-4.59034454,436326.30118999997,6391388.274374812,-52.8926784366908,-36.95457074748532,32804.63396909889,0.00014689979269791382
1371332749.04466,-51.32277263,-4.59025841,436326.29637999996,6391388.277755416,-52.892687834513374,-36.95457689336217,32802.36506587539,0.0001492638945145402
1371332749.045693,-51.32276297,-4.5901564,436326.29069,6391388.281750838,-52.89269894103935,-36.95458393979101,32799.68362682971,0.00014865715949975808
1371332749.046693,-51.32275368,-4.59005835,436326.28521999996,6391388.285593442,-52.8927096204004,-36.954590743331096,32797.10531189993,0.00014835918297422462
1371332749.047625,-51.32274513,-4.58996818,436326.28018,6391388.289128907,-52.892719445420305,-36.95459705273055,32794.73325512572,0.00014762804897129958
1371332749.048662,-51.32273547,-4.58986619,436326.27449,6391388.293124479,-52.89273055197321,-36.95460411588266,32792.05179153176,0.00014731924252613815
1371332749.049619,-51.32272655,-4.58977205,436326.26924,6391388.296813687,-52.89274080418392,-36.9546106347554,32789.57658675746,0.00014903105817132628
1371332749.050566,-51.322718,-4.58968195,436326.26421,6391388.300349665,-52.89275062922742,-36.95461700683484,32787.204508558134,0.0001484637942163023
1371332749.051619,-51.32270834,-4.58958003,436326.25852000003,6391388.304345562,-52.89276173580644,-36.95462413684811,32784.52302081238,0.00014875086591727791
1371332749.052494,-51.32270016,-4.58949372,436326.2537,6391388.307727796,-52.89277113368839,-36.95463010309129,32782.25406289286,0.00014761382332558167
1371332749.053589,-51.32269013,-4.58938788,436326.24779000005,6391388.311876689,-52.89278266746197,-36.95463751360887,32779.46942428167,0.00014826570157089745
1371332749.054478,-51.32268195,-4.58930163,436326.24298000004,6391388.315259166,-52.89279206535861,-36.95464353835001,32777.2004526618,0.00014780726867857238
1371332749.055544,-51.32267192,-4.58919567,436326.23707,6391388.31940764,-52.892803599150334,-36.954650827713294,32774.41579718203,0.00014826125279843576
1371332749.056484,-51.32266337,-4.58910554,436326.23203,6391388.322943365,-52.892813424240565,-36.95465717056243,32772.04367591562,0.00014637448847302587
1371332749.057507,-51.32265371,-4.5890035,436326.22634,6391388.326938941,-52.89282453087226,-36.954664175253015,32769.362139472556,0.00014878442347408713
1371332749.058439,-51.32264516,-4.58891333,436326.22131,6391388.330474199,-52.89283435597809,-36.95467048468436,32766.990003825525,0.00014866258651028994
1371332749.059429,-51.32263587,-4.58881524,436326.21583999996,6391388.334316472,-52.892845035448076,-36.954677246484266,32764.411588002233,0.0001498434923893809
1371332749.060284,-51.32262806,-4.58873293,436326.21124000003,6391388.337545293,-52.89285400621024,-36.95468302416833,32762.245712489494,0.00014889864074320677
1371332749.061287,-51.32261877,-4.58863489,436326.20577,6391388.341387519,-52.89286468569692,-36.954689840291564,32759.66728192332,0.00014921450110370427
1371332749.062206,-51.32261023,-4.58854468,436326.20073,6391388.344920757,-52.89287451083222,-36.954696095417546,32757.29511877809,0.00014717292491697468
1371332749.063195,-51.32260131,-4.58845067,436326.19548,6391388.348609996,-52.892884763155095,-36.954702748034435,32754.819810944453,0.0001490242951788859
1371332749.064241,-51.32259164,-4.58834871,436326.18979,6391388.352607437,-52.89289586984729,-36.95470984884662,32752.13821914759,0.00015012742022987963
1371332749.065132,-51.32258347,-4.58826247,436326.18497,6391388.3559874,-52.89290526782494,-36.954715881973186,32749.869173209838,0.00014791645266154244
1371332749.066107,-51.32257417,-4.58816431,436326.1795,6391388.359831395,-52.89291594735293,-36.954722581128124,32747.29070442288,0.00014981169222336705
1371332749.067156,-51.32256451,-4.58806237,436326.17381,6391388.363826739,-52.89292705407146,-36.95472969448463,32744.60908843573,0.00015001052732531997
1371332749.068133,-51.32255559,-4.58796831,436326.16855999996,6391388.367515708,-52.89293730643534,-36.95473629697767,32742.13374296576,0.0001497150168270469
1371332749.069115,-51.32254667,-4.58787427,436326.1633,6391388.371204691,-52.89294755880691,-36.9547429203667,32739.658390194854,0.00014827841352916952
1371332749.07006,-51.32253775,-4.58778008,436326.15805,6391388.374893321,-52.89295781118653,-36.954749389168626,32737.18303004363,0.00014892803164919048
1371332749.071,-51.3225292,-4.58768995,436326.15301999997,6391388.3784287665,-52.89296763639106,-36.95475573206244,32734.81080305102,0.0001474003302987239
1371332749.071967,-51.32252028,-4.58759585,436326.14776,6391388.382117597,-52.89297788878678,-36.95476229279001,32732.33542847875,0.00014777187802911918
1371332749.073061,-51.32251024,-4.58749001,436326.14185,6391388.386268665,-52.89298942274083,-36.95476969920105,32729.550623411775,0.00014905465901269955
1371332749.074283,-51.32249872,-4.58736834,436326.13507,6391388.391032011,-52.8930026654414,-36.95477806049939,32726.35324313168,0.00014602829596814288
1371332749.07535,-51.32248906,-4.58726648,436326.12937,6391388.395027674,-52.89301377223277,-36.95478524908765,32723.671559925286,0.00014785652773638007
1371332749.076013,-51.32248274,-4.58719973,436326.12565,6391388.39764042,-52.89302103437057,-36.95478980453447,32721.918147012686,0.00014834534024426525
1371332749.076905,-51.32247456,-4.58711349,436326.12084,6391388.401022412,-52.89303043243748,-36.95479584187768,32719.64901893207,0.00014813694719836262
1371332749.078774,-51.32245746,-4.58693319,436326.11077,6391388.408093146,-52.89305008296265,-36.954808481750774,32714.904458490197,0.00015001555309560667
1371332749.079369,-51.32245188,-4.58687434,436326.10748,6391388.410399723,-52.89305649074886,-36.95481254304957,32713.357313382545,0.00014952196341103534
1371332749.079912,-51.32244668,-4.58681936,436326.10442,6391388.41255031,-52.89306247135168,-36.95481628206744,32711.91330874175,0.0001492009385838781
1371332749.080832,-51.32243813,-4.58672915,436326.09938,6391388.41608544,-52.89307229663469,-36.954822541431156,32709.54100987531,0.00014881609819503304
1371332749.081764,-51.32242958,-4.58663899,436326.09435,6391388.4196207225,-52.8930821219245,-36.9548288509327,32707.168704338892,0.00014686963750730456
1371332749.08278,-51.32242029,-4.586541,436326.08888,6391388.423462493,-52.89309280159596,-36.9548357214432,32704.59010368882,0.000146414415692773
1371332749.083703,-51.32241174,-4.58645081,436326.08384000004,6391388.426997963,-52.89310262690124,-36.95484199334987,32702.217784055185,0.00014786009303659924
1371332749.084676,-51.32240282,-4.58635673,436326.07859,6391388.430686389,-52.89311287940164,-36.954848579184954,32699.74231290005,0.00014648226241916157
1371332749.085694,-51.32239352,-4.58625875,436326.07312,6391388.434530633,-52.89312355909744,-36.954855458059,32697.163689380723,0.00014460980983183074
1371332749.08663,-51.3223846,-4.58616452,436326.06786,6391388.438218688,-52.89313381161418,-36.95486188931358,32694.68820320986,0.00014697361953361525
1371332749.08766,-51.32237531,-4.58606659,436326.06239,6391388.442060632,-52.8931444913276,-36.95486881833426,32692.10956400972,0.00014389267628583035
1371332749.088698,-51.32236564,-4.5859646,436326.05669999996,6391388.446057588,-52.89315559823818,-36.95487588580613,32689.427770844082,0.00014380138653917498
1371332749.089592,-51.32235746,-4.58587837,436326.05188000004,6391388.449439454,-52.89316499640129,-36.95488193154074,32687.15855443866,0.00014519646900532044
1371332749.090585,-51.32234817,-4.58578029,436326.04641,6391388.453281007,-52.8931756761391,-36.95488870597933,32684.57989206386,0.00014673386711109416
1371332749.091611,-51.32233887,-4.58568235,436326.04092999996,6391388.4571255585,-52.89318635588677,-36.9548956183022,32682.00122160821,0.00014679366581352095
1371332749.092496,-51.3223307,-4.58559608,436326.03612,6391388.460504698,-52.893195754071094,-36.954901626442734,32679.73198510047,0.0001470003325959938
1371332749.093527,-51.32232103,-4.58549407,436326.03043,6391388.464501881,-52.893206861024815,-36.95490866468282,32677.050152177722,0.00014790405164887382
1371332749.094422,-51.32231285,-4.58540784,436326.02561,6391388.467883479,-52.89321625922418,-36.9549147146119,32674.780902168153,0.00014681595264208851
1371332749.095447,-51.32230318,-4.5853058,436326.01992000005,6391388.471880297,-52.89322736619609,-36.954921727793874,32672.09905323002,0.00014768369251008938
1371332749.096418,-51.32229426,-4.58521172,436326.01466,6391388.475568853,-52.893237618792824,-36.95492830530941,32669.62349285833,0.00014779475936232275
1371332749.097408,-51.32228497,-4.58511362,436326.00918999995,6391388.479409867,-52.89324829859011,-36.95493506724017,32667.044776255338,0.00014836008653635753
1371332749.098276,-51.32227716,-4.58503138,436326.00459,6391388.482638959,-52.89325726962669,-36.95494089934647,32664.87864816168,0.00014700954681808157
1371332749.099249,-51.32226824,-4.5849373,436325.99934000004,6391388.486327095,-52.89326752224731,-36.95494748522839,32662.403066307164,0.00014594971418402944
1371332749.100269,-51.32225857,-4.58483524,436325.99364,6391388.490323778,-52.89327862926141,-36.95495447753399,32659.721177734795,0.0001439207133048754
1371332749.101219,-51.32225002,-4.58474516,436325.98861,6391388.493859187,-52.8932884547054,-36.95496086230219,32657.348730618873,0.00014416805573118252
1371332749.102236,-51.32224035,-4.58464308,436325.98292,6391388.497855429,-52.893299561737436,-36.95496784208058,32654.666825772652,0.0001444552685095469
1371332749.103179,-51.3222318,-4.58455297,436325.97787999996,6391388.501390658,-52.89330938719664,-36.95497419760778,32652.29436433821,0.0001428608375327596
1371332749.10415,-51.32222288,-4.58445889,436325.97263000003,6391388.505079061,-52.89331963985808,-36.95498077515009,32649.818745148394,0.0001450729933614417
1371332749.105127,-51.32221395,-4.58436483,436325.96737,6391388.508769722,-52.89332989252719,-36.95498737776535,32647.34311865784,0.00014489066574769084
1371332749.106084,-51.32220503,-4.58427068,436325.96212,6391388.5124573335,-52.89334014520355,-36.954993896818166,32644.867484902035,0.00014547504651701127
1371332749.107057,-51.32219611,-4.58417661,436325.95686000003,6391388.516145785,-52.893350397888625,-36.95500048272697,32642.391843724432,0.0001461561750714395
1371332749.108098,-51.32218644,-4.58407463,436325.95117,6391388.520142247,-52.893361504972965,-36.955007562800574,32639.70989084691,0.00014549977010188623
1371332749.109076,-51.32217714,-4.58397649,436325.94569,6391388.523985745,-52.89337218487048,-36.95501427463222,32637.131081874122,0.0001465839491058714
1371332749.110033,-51.32216859,-4.58388644,436325.94066,6391388.527521125,-52.893382010383895,-36.95502068867279,32634.758570625807,0.0001477829273796064
1371332749.111013,-51.3221593,-4.5837883,436325.93519,6391388.53136179,-52.89339269029835,-36.95502740886809,32632.179746321406,0.00014685519346734237
1371332749.111966,-51.32215074,-4.58369823,436325.93015,6391388.534899345,-52.8934025158267,-36.955033806201754,32629.80722105116,0.0001473881407541937
1371332749.112933,-51.32214182,-4.58360413,436325.92489,6391388.538587357,-52.89341276856049,-36.9550403670612,32627.331535199963,0.0001471325107768517
1371332749.113927,-51.32213252,-4.58350605,436325.91942,6391388.542430672,-52.89342344849932,-36.95504714575827,32624.75268803967,0.00014866912662020603
1371332749.114833,-51.32212397,-4.58341578,436325.91438,6391388.545964872,-52.89343327405124,-36.95505334673146,32622.380141541264,0.00014731592827305304
1371332749.115932,-51.32211393,-4.58330996,436325.90847,6391388.5501150135,-52.893444808403665,-36.955060774189235,32619.594969758575,0.00014950764051647024
1371332749.116881,-51.32210501,-4.58321579,436325.90322,6391388.553802921,-52.89345506117027,-36.955067259856435,32617.119253632096,0.00014774847978064862
1371332749.117822,-51.32209645,-4.58312567,436325.89818,6391388.557340194,-52.893464886745306,-36.95507360707171,32614.746685533974,0.00014676786948485056
1371332749.118791,-51.32208753,-4.58303157,436325.89293000003,6391388.561027726,-52.893475139527034,-36.955080176303795,32612.270955110405,0.00014804401516587494
1371332749.121109,-51.32206596,-4.58280408,436325.88023,6391388.569942892,-52.893499917116344,-36.95509595273484,32606.28790953352,0.00014995750966679226
1371332749.121733,-51.32206038,-4.58274535,436325.87694,6391388.572249317,-52.89350632512098,-36.95510013528349,32604.74056322551,0.000148005798204242
1371332749.122331,-51.3220548,-4.58268651,436325.87366000004,6391388.574555284,-52.89351273312958,-36.95510420920476,32603.19321392357,0.00014781751764796186
1371332749.123061,-51.32204811,-4.58261596,436325.86971,6391388.577321453,-52.89352042274293,-36.95510914971902,32601.33639112585,0.0001461531780288172
1371332749.123793,-51.32204142,-4.58254541,436325.86577000003,6391388.58008725,-52.8935281123608,-36.95511409859057,32599.479564200232,0.00014642587929824605
1371332749.124572,-51.32203398,-4.58246688,436325.86139,6391388.583161559,-52.89353665638603,-36.95511945389438,32597.416418279387,0.00014783429694744329
1371332749.125649,-51.32202431,-4.58236506,436325.85569999996,6391388.587158631,-52.893547763627566,-36.95512668444087,32594.73432095947,0.00014807833920421759
1371332749.126676,-51.32201464,-4.58226303,436325.85001,6391388.591154885,-52.893558870878124,-36.95513370608393,32592.052215029318,0.00014853172674727838
1371332749.127585,-51.32200609,-4.58217278,436325.84497,6391388.59468924,-52.893568696530636,-36.95513991963213,32589.679575690065,0.00014656653645357472
1371332749.128508,-51.32199753,-4.58208258,436325.83992999996,6391388.598225811,-52.89357852219028,-36.9551461916754,32587.306929633407,0.00014762480394048635
1371332749.129477,-51.32198861,-4.58198849,436325.83468,6391388.601913601,-52.89358877506066,-36.95515276094363,32584.831117844486,0.0001501517011821863
1371332749.130488,-51.32197931,-4.58189048,436325.8292,6391388.605756775,-52.89359945514216,-36.95515961072272,32582.25213945115,0.0001494914549148909
1371332749.131427,-51.32197076,-4.58180035,436325.82417,6391388.609291252,-52.89360928082509,-36.955165949626064,32579.87947226856,0.00014988043906592633
1371332749.132426,-51.32196146,-4.5817023,436325.81869,6391388.613134685,-52.89361996092347,-36.95517274927346,32577.30047854834,0.00014958693741167433
1371332749.133407,-51.32195253,-4.58160826,436325.81344,6391388.616824998,-52.8936302138258,-36.955179368690835,32574.824637133544,0.00015051638403885143
1371332749.134318,-51.32194398,-4.58151801,436325.80840000004,6391388.620358857,-52.89364003953184,-36.955185590617134,32572.451948805985,0.00014937084865174164
1371332749.135266,-51.32193543,-4.58142792,436325.80336,6391388.62389351,-52.89364986524479,-36.95519196713303,32570.079253823267,0.00014939906907214512
1371332749.136284,-51.32192576,-4.58132585,436325.79767,6391388.627889307,-52.893660972581316,-36.95519895120873,32567.397068719132,0.00014904638272750836
1371332749.13731,-51.32191646,-4.58122791,436325.79219,6391388.631732909,-52.893671652721366,-36.95520586368315,32564.818036506585,0.00014827369474487988
1371332749.138276,-51.32190753,-4.5811338,436325.78694,6391388.635422555,-52.893681905664806,-36.95521242044566,32562.342157965864,0.00014910502475653833
1371332749.139215,-51.32189861,-4.58103959,436325.78167999996,6391388.639109957,-52.89369215861508,-36.95521886440184,32559.86627221212,0.00015008837032778563
1371332749.140248,-51.32188931,-4.58094167,436325.77621000004,6391388.642953165,-52.89370283878078,-36.955225806133114,32557.287216698456,0.00015053239370551146
1371332749.141179,-51.32188075,-4.58085151,436325.77117,6391388.646489927,-52.89371266454043,-36.95523211163919,32554.914478631203,0.0001502332271695224
1371332749.142149,-51.32187145,-4.58075333,436325.76569000003,6391388.650332308,-52.893723344722325,-36.955238790157864,32552.335407840623,0.00015075020034973076
1371332749.143123,-51.32186253,-4.58065926,436325.76044,6391388.65401986,-52.89373359770533,-36.95524538035971,32549.859492385018,0.0001512029141360608
1371332749.144117,-51.3218536,-4.58056528,436325.75518,6391388.657710421,-52.89374385069615,-36.95525205412525,32547.383569634072,0.00014940902859917387
1371332749.145058,-51.32184467,-4.58047107,436325.74993,6391388.661399768,-52.893754103694974,-36.95525850645754,32544.90763948356,0.00015186642927690478
1371332749.146041,-51.32183575,-4.58037703,436325.74467,6391388.665087037,-52.89376435670167,-36.95526513427126,32542.43170204497,0.0001516795604033172
1371332749.147047,-51.32182645,-4.58027901,436325.73919,6391388.668930307,-52.893775036925646,-36.95527196321615,32539.85259272072,0.00015178917927105928
1371332749.148019,-51.32181752,-4.58018493,436325.73394,6391388.672620082,-52.893785289949165,-36.955278545079864,32537.376640228624,0.00015271495453504262
1371332749.148932,-51.32180897,-4.58009469,436325.7289,6391388.6761537725,-52.89379511577014,-36.9552847754033,32535.00384560538,0.00015270352115252098
1371332749.14999,-51.32179929,-4.57999279,436325.72320999997,6391388.680152433,-52.89380622322898,-36.95529192665106,32532.321547907442,0.00015259491716043517
1371332749.150909,-51.32179074,-4.57990258,436325.71817,6391388.683686407,-52.89381604906622,-36.95529818205233,32529.948738860498,0.00015371265163735017
1371332749.151946,-51.32178107,-4.5798006,436325.71246999997,6391388.687682653,-52.893827156542855,-36.95530524556625,32527.266424893165,0.00015316145290087955
1371332749.15366,-51.32176507,-4.57963192,436325.70306,6391388.694292759,-52.89384552662055,-36.95531692320145,32522.830271412837,0.00015564875847067126
1371332749.153856,-51.32176321,-4.5796123,436325.70196,6391388.6950615775,-52.893847662678134,-36.95531826726892,32522.314438031288,0.0001531959089180702
1371332749.154826,-51.32175428,-4.57951821,436325.6967,6391388.698751107,-52.89385791575749,-36.955324840797346,32519.83843363373,0.00015430498268619266
1371332749.155789,-51.32174536,-4.57942409,436325.69145000004,6391388.702438053,-52.89386816884513,-36.95533138508199,32517.36242185126,0.00015472643074195263
1371332749.156799,-51.32173606,-4.57932608,436325.68597,6391388.706280861,-52.89387884915324,-36.95533823077085,32514.78323511597,0.00015454518231064143
1371332749.157786,-51.32172713,-4.57923207,436325.68072,6391388.70997101,-52.893889102257006,-36.95534487533672,32512.307208390474,0.0001539999239117038
1371332749.158711,-51.32171857,-4.57914188,436325.67568000004,6391388.713507113,-52.893898928155714,-36.95535115582874,32509.934342525754,0.0001519863170434402
1371332749.159697,-51.32170927,-4.57904377,436325.6702,6391388.71734952,-52.89390960848861,-36.95535790125399,32507.355132851684,0.0001510937159062489
1371332749.160677,-51.32170034,-4.57894973,436325.66494999995,6391388.72103947,-52.89391986161625,-36.95536451658063,32504.879084111748,0.0001522097871327419
1371332749.161722,-51.32169067,-4.57884777,436325.65925,6391388.7250349885,-52.893930969180055,-36.955371613552416,32502.196689697335,0.00015404749048103357
1371332749.162595,-51.32168249,-4.57876146,436325.65443,6391388.728415576,-52.893940367895425,-36.95537757176504,32499.92696457985,0.00015449193533821192
1371332749.163588,-51.32167356,-4.57866747,436325.64918,6391388.73210546,-52.89395062104768,-36.955384241416425,32497.45089375169,0.00015311481759674002
1371332749.164567,-51.32166426,-4.57856933,436325.6437,6391388.735947625,-52.89396130142243,-36.95539095761433,32494.871645534437,0.0001540816953571972
1371332749.165543,-51.32165533,-4.57847527,436325.63843999995,6391388.739637263,-52.89397155458988,-36.95539755624219,32492.395559843844,0.00015461689792158694
1371332749.166617,-51.32164529,-4.57836935,436325.63253,6391388.743786106,-52.89398308941333,-36.95540487943168,32489.609954572785,0.00015616937876648413
1371332749.167514,-51.3216371,-4.57828314,436325.62771,6391388.747169374,-52.89399248816604,-36.95541093793048,32487.34019526075,0.00015580316103291062
1371332749.168483,-51.32162817,-4.57818904,436325.62245,6391388.750858343,-52.894002741358015,-36.95541750732423,32484.8640872058,0.0001577817368707974
1371332749.169467,-51.32161887,-4.57809093,436325.61698,6391388.75470091,-52.89401342177502,-36.95542424442664,32482.28480012729,0.00015737179767359935
1371332749.170436,-51.32160994,-4.57799684,436325.61172,6391388.758390313,-52.89402367498394,-36.955430813825274,32479.808677014204,0.00015794821841214917
1371332749.171447,-51.32160064,-4.57789883,436325.60624,6391388.762232636,-52.894034355418036,-36.95543766374351,32477.229374329134,0.0001579178681831191
1371332749.172357,-51.32159246,-4.57781267,436325.60142,6391388.765613381,-52.894043754207345,-36.95544377657501,32474.959581390627,0.00015942294340540213
1371332749.173391,-51.32158278,-4.57771067,436325.59573,6391388.769611193,-52.8940548618755,-36.95545082762783,32472.27709090468,0.0001578740167336269
1371332749.174335,-51.32157385,-4.57761648,436325.59047,6391388.773300355,-52.89406511511619,-36.95545729258697,32469.80093815889,0.0001588560641366545
1371332749.175329,-51.32156492,-4.57752249,436325.58521,6391388.77698982,-52.89407536836513,-36.955463966454715,32467.324778079423,0.0001582542555394208
1371332749.176265,-51.32155599,-4.57742826,436325.57996,6391388.780678516,-52.8940856216217,-36.955470397997885,32464.84861066932,0.000160343815506426
1371332749.177265,-51.32154706,-4.5773343,436325.5747,6391388.784368265,-52.89409587488601,-36.95547709693835,32462.372435984926,0.00015926557614130284
1371332749.178224,-51.32153813,-4.57724017,436325.56944,6391388.788057447,-52.89410612815864,-36.95548362458243,32459.896253895102,0.0001603110711595299
1371332749.179229,-51.32152883,-4.57714214,436325.56397,6391388.791899762,-52.894116808659874,-36.955490449458466,32457.31688969699,0.0001618782146873029
1371332749.180223,-51.32151953,-4.57704407,436325.55848999997,6391388.795742171,-52.89412748916931,-36.95549722837637,32454.73751758569,0.00016151559998274807
1371332749.181137,-51.32151097,-4.57695384,436325.55344999995,6391388.799277962,-52.894137315245324,-36.95550346297955,32452.36448824586,0.0001622723202155466
1371332749.182185,-51.3215013,-4.5768519,436325.54775,6391388.803273437,-52.89414842299269,-36.955510572558694,32449.68192518293,0.00016135736225411542
1371332749.183128,-51.32149274,-4.57676179,436325.54271999997,6391388.80680957,-52.89415824908485,-36.955516928334305,32447.308881439683,0.0001626472473886033
1371332749.184073,-51.32148381,-4.5766676,436325.53746,6391388.810498354,-52.89416850240593,-36.955523397503384,32444.832654695445,0.00016217594364017544
1371332749.185017,-51.32147525,-4.57657749,436325.53242,6391388.814034268,-52.89417832851271,-36.95552975746011,32442.459597226793,0.00016098098478296155
1371332749.186029,-51.32146595,-4.57647949,436325.52693999995,6391388.817876581,-52.89418900907247,-36.95553661160426,32439.880179202064,0.00016228964129444819
1371332749.187011,-51.32145665,-4.57638137,436325.52147000004,6391388.821718676,-52.89419968963967,-36.95554334040986,32437.30075333604,0.00016303538656391888
1371332749.188023,-51.32144734,-4.57628337,436325.51599,6391388.825563373,-52.89421037021669,-36.955550194560715,32434.721319395558,0.0001636198676413931
1371332749.188986,-51.32143841,-4.57618925,436325.51073000004,6391388.829252084,-52.894220623578114,-36.95555673895217,32432.245055390467,0.00016358277752085806
1371332749.189938,-51.32142986,-4.57609918,436325.50569,6391388.832785905,-52.89423044972411,-36.95556313234965,32429.87196213038,0.000165036785609996
1371332749.190915,-51.32142055,-4.57600103,436325.50022,6391388.836629845,-52.89424113032585,-36.95556984027883,32427.292505248523,0.00016421357791028714
1371332749.191863,-51.32141199,-4.57591094,436325.49518,6391388.840165841,-52.89425095648683,-36.95557621696946,32424.91939795623,0.00016421754358291423
1371332749.192899,-51.32140232,-4.57580896,436325.48948,6391388.844161383,-52.89426206432953,-36.955583276447555,32422.23674681648,0.00016540141520239766
1371332749.193826,-51.32139376,-4.57571878,436325.48444000003,6391388.8476969255,-52.89427189050627,-36.95558956540515,32419.863625127695,0.00016536103487745833
1371332749.194816,-51.32138446,-4.57562069,436325.47896,6391388.851538815,-52.89428257114134,-36.955596327661,32417.28413739869,0.00016614743496233135
1371332749.195815,-51.32137553,-4.57552672,436325.47371,6391388.855227907,-52.89429282455946,-36.95560302248606,32414.807821678893,0.00016529440668476344
